[2026-02-28 16:22:52] Starting slowdown-profile step 1c: target throughput 30000 ops/s, trials=5, duration=60s
[2026-02-28 16:22:52] Restoring snapshot 'baseline' before step 1c
[2026-02-28 16:22:52] Restoring snapshot 'baseline'
[2026-02-28 16:22:52] Tearing down Cassandra containers/volumes on: ccl1.cyber.lab ccl2.cyber.lab ccl3.cyber.lab
[2026-02-28 16:22:54] Cluster teardown complete
[2026-02-28 16:22:54] Restoring ccl1.cyber.lab:cassandra-data-1 from /tmp/cassandra-bench-snapshots/baseline/cassandra-data-1.tar.gz
[2026-02-28 16:22:54] Restoring ccl2.cyber.lab:cassandra-data-2 from /tmp/cassandra-bench-snapshots/baseline/cassandra-data-2.tar.gz
[2026-02-28 16:22:54] Restoring ccl3.cyber.lab:cassandra-data-3 from /tmp/cassandra-bench-snapshots/baseline/cassandra-data-3.tar.gz
[2026-02-28 16:22:57] Starting cassandra-node-1 on ccl1.cyber.lab (10.255.221.67) with seed 10.255.221.67
[2026-02-28 16:23:56] CQL ready on ccl1.cyber.lab (cassandra-node-1)
[2026-02-28 16:23:57] Node 10.255.221.67 on ccl1.cyber.lab is UN
[2026-02-28 16:23:57] Starting non-seed nodes serially for stable bootstrap
[2026-02-28 16:23:57] Starting cassandra-node-2 on ccl2.cyber.lab (10.255.93.19) with seed 10.255.221.67
[2026-02-28 16:24:18] CQL ready on ccl2.cyber.lab (cassandra-node-2)
[2026-02-28 16:24:19] Node 10.255.93.19 on ccl2.cyber.lab is UN
[2026-02-28 16:24:19] Starting cassandra-node-3 on ccl3.cyber.lab (10.255.91.7) with seed 10.255.221.67
[2026-02-28 16:24:38] CQL ready on ccl3.cyber.lab (cassandra-node-3)
[2026-02-28 16:24:39] Node 10.255.91.7 on ccl3.cyber.lab is UN
[2026-02-28 16:24:41] Schema available on all nodes
[2026-02-28 16:24:41] Snapshot 'baseline' restore complete
[2026-02-28 16:24:41] Running mode=single, slowdown_type=cpu, step=1, client_type=hybrid
[2026-02-28 16:24:43] Warming up cluster with 5 lightweight CQL probe(s) per node
[2026-02-28 16:24:54] Applying CPU limit on ccl1.cyber.lab (cassandra-node-1): 0-0
[2026-02-28 16:24:54] Applying CPU limit on ccl2.cyber.lab (cassandra-node-2): 0-3
[2026-02-28 16:24:55] Applying CPU limit on ccl3.cyber.lab (cassandra-node-3): 0-3
[2026-02-28 16:24:57] Eval 1: phase=single target=30000 trials=5 duration=60s
[2026-02-28 16:24:57] Benchmark run: phase=single step=1 target=30000 duration=60s trial=1 attempt=1
TRIAL_SERIES:single,30000,1,1,30289.0000,2512652.8592,2541065.0000
TRIAL_SERIES:single,30000,1,2,30291.0000,6251956.7880,6329645.0000
TRIAL_SERIES:single,30000,1,3,30328.0000,8783847.8437,8796825.0000
TRIAL_SERIES:single,30000,1,4,30305.0000,11041384.8708,11040303.0000
TRIAL_SERIES:single,30000,1,5,30294.0000,13142691.0834,13138696.0000
TRIAL_SERIES:single,30000,1,6,30309.0000,15203810.5067,15202256.0000
TRIAL_SERIES:single,30000,1,7,30305.0000,17271331.4794,17289978.0000
TRIAL_SERIES:single,30000,1,8,30302.0000,19321949.7979,19328313.0000
TRIAL_SERIES:single,30000,1,9,30301.0000,21380960.3750,21364605.0000
TRIAL_SERIES:single,30000,1,10,30295.0000,23348914.7502,23343182.0000
TRIAL_SERIES:single,30000,1,11,30313.0000,25267275.4337,25270091.0000
TRIAL_SERIES:single,30000,1,12,30301.0000,27212534.1213,27200603.0000
TRIAL_SERIES:single,30000,1,13,30284.0000,29038529.4208,29038555.0000
TRIAL_SERIES:single,30000,1,14,30324.0000,30878112.6573,30875346.5000
TRIAL_SERIES:single,30000,1,15,30303.0000,32689668.0619,32697229.0000
TRIAL_SERIES:single,30000,1,16,30304.0000,34439569.3206,34440720.5000
TRIAL_SERIES:single,30000,1,17,30294.0000,36125735.3532,36119914.5000
TRIAL_SERIES:single,30000,1,18,30313.0000,37784465.0316,37778220.0000
TRIAL_SERIES:single,30000,1,19,30302.0000,39480161.7630,39474565.5000
TRIAL_SERIES:single,30000,1,20,30303.0000,41169297.7018,41172118.0000
TRIAL_SERIES:single,30000,1,21,30304.0000,42800373.1621,42800506.5000
TRIAL_SERIES:single,30000,1,22,30303.0000,44461415.5193,44460024.0000
TRIAL_SERIES:single,30000,1,23,30301.0000,46089511.2838,46084893.0000
TRIAL_SERIES:single,30000,1,24,30304.0000,47698983.2153,47706465.0000
TRIAL_SERIES:single,30000,1,25,30301.0000,49235032.3105,49242584.0000
TRIAL_SERIES:single,30000,1,26,30295.0000,50788215.8187,50803713.0000
TRIAL_SERIES:single,30000,1,27,30314.0000,52260224.3610,52260776.0000
TRIAL_SERIES:single,30000,1,28,30301.0000,53791910.4632,53766157.0000
TRIAL_SERIES:single,30000,1,29,30304.0000,55714611.4432,55741020.5000
TRIAL_SERIES:single,30000,1,30,30298.0000,57578793.5117,57574822.5000
TRIAL_SERIES:single,30000,1,31,30309.0000,59412074.9820,59422537.0000
